	x	y	theta	v	a	sigma	omega	t
0	-16.0199004975124	-13.5074626865672	0.200398553825878	0.00010000999574263762	1.0000000099259063	0.7497634452847459	0.004018942631268146	0.058832356027273026
1	-16.019894731830902	-13.507461515348323	0.20040042457809065	0.058932366972745176	1.0000000099240927	0.7499998891485773	9.852985928361506e-07	0.11766471205454605
2	-16.01649722237454	-13.506771351686094	0.20150325031093017	0.11776472370364842	1.0000000099221884	0.7499999471160149	3.293770565065825e-07	0.1764970680818191
3	-16.009709504586393	-13.505384709076912	0.20370703046758995	0.17659708038555072	1.0000000099201865	0.7499999664940432	-0.18969353398907346	0.2353294241090921
4	-15.999535449038909	-13.503282907456317	0.20701176504734647	0.23542943704640043	1.0000000099180795	0.7388398489663265	-0.49999942241962575	0.2941617801363651
5	-15.985981362239714	-13.500436093826552	0.21133165410122723	0.2942617936954938	1.00000000991586	0.7094237049331031	-0.4999997363773043	0.3529941361636382
6	-15.9690558363882	-13.496804728822742	0.21645379623419672	0.3530941503370495	1.0000000099135187	0.6800075424290086	-0.4999998366776315	0.4118264921909112
7	-15.948769114924037	-13.492343367665205	0.2222764334635699	0.4119265069733324	1.0000000099110447	0.6505913740240082	-0.49999988440748794	0.47065884821818427
8	-15.925133185349402	-13.48700094296077	0.2287019203140878	0.47075886360569646	1.0000000099084265	0.6211752028109465	-0.499999911480834	0.5294912042454573
9	-15.898161642098932	-13.480722065194051	0.2356364720443772	0.5295912202350136	1.0000000099056507	0.5917590300050947	-0.4999999284058842	0.5883235602727303
10	-15.867869534786667	-13.473448257467973	0.24298991291484204	0.5884235768618763	1.0000000099027027	0.5623428562035009	-0.499999939612956	0.6471559163000032
11	-15.83427319389856	-13.465119127667236	0.2506754244618799	0.647255933486704	1.0000000098995652	0.5329266817425675	-0.49999994726933134	0.7059882723272762
12	-15.797390028267952	-13.45567348142134	0.25860929377375663	0.7060882901098023	1.0000000098962194	0.5035105068311904	-0.49999995254276414	0.7648206283545492
13	-15.757238290591916	-13.445050379450574	0.26671066176705427	0.7649206467314	1.0000000098926438	0.4740943316095639	-0.49999995610183207	0.8236529843818222
14	-15.713836808867656	-13.433190143107696	0.27490127146336113	0.8237530033516706	1.0000000098888133	0.44467815617854833	-0.4999999583306272	0.8824853404090952
15	-15.667204682996664	-13.420035312190121	0.28310521626608276	0.8825853599707466	1.0000000098846997	0.41526198061640696	-0.4999999594797733	0.9413176964363682
16	-15.617360946963316	-13.405531559397776	0.2912486882373414	0.9414177165887309	1.00000000988027	0.3858458049866584	-0.49999995965079813	1.0001500524636413
17	-15.564324197983979	-13.389628566151474	0.29925972637489406	1.000250073205702	1.000000009875486	0.35642962934684796	-0.4999999588730652	1.0589824084909143
18	-15.508112194880551	-13.372280864865214	0.3070679648891574	1.0590824298217192	1.0000000098703032	0.32701345375279356	-0.4999999571022477	1.1178147645181873
19	-15.448741428694062	-13.35344865318095	0.31460438148029096	1.1179147864368264	1.0000000098646702	0.29759727826292093	-0.49999995420898397	1.1766471205454603
20	-15.386226669253107	-13.3330985861232	0.3218010456153735	1.1767471430510534	1.0000000098585244	0.26818110294326647	-0.4999999499618353	1.2354794765727333
21	-15.320580492080653	-13.31120455261023	0.32859086680572175	1.2355794996644183	1.0000000098517932	0.23876492787348258	-0.4999999439773029	1.2943118326000063
22	-15.251812790691508	-13.28774844326478	0.33490734288441576	1.2944118562769273	1.0000000098443884	0.20934875315578377	-0.49999993564202194	1.3531441886272793
23	-15.179930280031567	-13.26272091699674	0.34068430828415536	1.3532442128885767	1.0000000098362036	0.17993257892847025	-0.49999992398843196	1.4119765446545522
24	-15.104935997567498	-13.236122174378282	0.3458556823156471	1.4120765694993507	1.0000000098271085	0.15051640538676603	-0.4999999073904038	1.4708089006818252
25	-15.026828809380568	-13.207962746393225	0.35035521744684117	1.4709089261092227	1.0000000098169426	0.12110023282156411	-0.4999998830310859	1.5296412567090982
26	-14.945602929579296	-13.178264307709654	0.35411624758373617	1.5297412827181527	1.0000000098055053	0.09168406168947943	-0.49999984572070444	1.5884736127363712
